student_id,first_name,last_name,age,sex,civil_status,region,province,municipality,barangay_type,year_level,course,course_category,gwa_percentage,gwa_numeric_1to5,family_annual_income_php,family_size,is_solo_parent_dependent,is_pwd,is_indigenous_people,is_4ps_beneficiary,is_ofw_dependent,parents_occupation,high_school_type,shs_strand,enrolled_hei_type,has_existing_scholarship,scholarship_label
1425,Rowena,Mendoza,17,Female,SINGLE,Region II,Isabela,Jones,Rural,1,BS Agriculture (Coconut Farming Focus),Coconut-Related,98.95,1.2,446035.0,8.0,No,No,No,No,N,Sugarcane Farmer,Private,STEM,private,No,CHED Merit - Full
1426,Renz,Santos,21,Male,Single,Region II,Cagayan,Cabagan,Rural,4,BS Electrical Engineering,Engineering,94.43,1.66,668489.0,8.0,No,No,No,No,Yes,Vendor/Small Business,Public,STEM,LUC,NO,CHED SIKAP
1427,Gina,Lumaban,19,Female,Single,Region III,Other Province,Jones,Rural,2,BS Accountancy,Business,96.39,1.23,396706.0,5.0,No,N,No,No,No,Coconut Farmer,Public,Abm,Local University,No,College Scholar
1428,Karen,Santos,21,Female,Single ,Region II,Isabela,Ilagan City,Urban,1,BS Agricultural Engineering (Coconut),Coconut-Related,92.78,1.94,187131.0,2.0,No,No,No,No,No,Self-Employed,Private,STEM,SUC,No,CHED CoScho
1429,Renz,Aquino,19,Male,Single,Region II,Isabela,Echague,Urban,4,BS Social Work,Social Sciences,80.24,2.86,181586.0,8.0,No,No,No,No,No,Privat Employee,Public,Academic (HUMSS/GAS),LUC,No,BRO-ED ISU Cauayan
1430,Arjay,Agcaoili,17,Male,Single,Region II,Isabela,Cabagan,Urban,2,BS Hotel and Restaurant Management,Hospitality,97.51,1.41,,6.0,N,,No,No,0,OFW,Public,TVL/ABM,PRIVATE HEI,No,University Scholar
1431,Daniel,Ballesteros,23,M,Married,Region II,Cagayan,Echague,Rural,2,BS Information Systems,IT/Computing,83.6,2.61,222112.0,6.0,No,No,No,No,No,Driver/Tricycle Operator,Private,STEM,SUC,No,BRO-ED ISU Cauayan
1432,Tricia,Mendoza,25,Female,Single,Region II,Isabela,Jones,Rural,1,Bachelor of Secondary Education,Education,87.81,2.22,282790.0,3.0,nope,No,No,No,Yes,Government Employee,Public,Academic (HUMSS/GAS),SUC,N,CHED TDP
1433,Arjay,Dizon,18,Male,Single,Region VII,,Other City/Municipality,Urban,2,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,91.01,1.88,,6.0,No,No,No,,Yes,Unemployed,Public,STEM,SUC,No,CHED SIDA
1434,Rowena,Villanueva,24,Female,Single,Region II,Cagayan,Cauayan City,Urban ,1,BS Mathematics,Science,91.51,1.91,176074.0,,No,No,No,,,,Public,STEM,SUc,No,CHED TDP
1435,Sarah,Panganiban,22,Female,single,Region II,Isabela,Burgos,Rural,1,BS Pharmacy,Health Sciences,83.64,2.72,132936.0,3.0,No,No,No,No,No,Self-Employed,Public,STEM,Private HEI,No,BRO-ED ISU Cauayan
1436,Arjay,Garcia,23,Male,Single,Region II,Isabela,Cabagan,Urban,2,BS Agriculture (Coconut Farming Focus),Coconut-Related,89.93,2.12,64135.0,3.0,No,0,No,No,No,Sugarcane Farmer,Public,STEM,Private HEI,No,CHED CoScho
1437,Maricris,Cagurangan,22,Female,Single,Region II,Cagayen,Cordon,Rural,1,BS Civil Engineering,Engineering,78.9,3.17,113825.0,6.0,No,No,No,Yes,No,Driver/Tricycle Operator,Public,STEM,LUC,0,BRO-ED ISU Cauayan
1438,Nicole,Flores,19,Female,Single,Region II,Cagayan,Cabagan,Rural,2,BS Nutrition and Dietetics,Health Sciences,82.93,2.95,74221.0,,No,No,No,No,No,Fisherfolk,Public,STEM,SUC,n,CHED TES
1439,Ryan,Lumaban,19,Male,Single,Region II,Isabela,Alicia,Urban,2,BS Tourism Management,Hospitality,77.35,,733840.0,6.0,n,No,No,No,No,Driver/Tricycle Operator,Private,TVL/ABM,Private HEI,Yes,No Scholarship Recommended
1440,Angelo,Lumaban,25,Male,sngle,Region II,Isabela,Santiago City,Urban,3,BS Mathematics,Science,76.17,3.47,814974.0,4.0,No,No,No,No,No,Sugarcane Farmer,Public,STEM,State University,Yes,No Scholarship Recommended
1441,Renz,Reyes,22,MALE,Married ,Region VII,Other Province,Other City/Municipality,Urban,1,BS Hotel and Restaurant Management,Hospitality,89.73,2.02,198681.0,6.0,No,No,No,Yes,No,Fisherfolk,,TVL/ABM,SUC,nope,CHED TES
1442,Patrick,Flores,22,Male ,Single,Region III,Other Province,Alicia,Rural,4,BS Business Administration,Buisness,98.89,1.06,507685.0,3.0,No,No,No,,Yes,Driver/Tricycle Operator,Public,ABM,Private HEI,No,University Scholar
1443,Tricia,Soriano,23,Female,Single,Region II,Cagayan,Burgos,Urban,3,BS Psychology,Social Sciences,94.24,1.72,304771.0,8.0,No,No,NO,No,No,Private Employee,Public,Academic (HUMSS/GAS),SUC,no,CHED Merit - Half
1444,Karen,Panganiban,19,Female,Single,Region II,Isabela,Jones,Rural,3,BS Midwifery,Health Sciences,84.57,2.63,175757.0,4.0,No,No,No,No,No,Self-Employed,Private,S.T.E.M,SUC,No,CHED TDP
1445,Nicole,Lumaban,24,Females,Single,Region VI,Other Province,Roxas,Rural,4,BS Entrepreneurship,Business,98.19,1.07,278863.0,4.0,No,No,Yes,nO,No,Farmer,Public,ABM,SUC,No,University Scholar
1446,Angelo,Lumaban,17,Male,Single,Region II,,Ilagan City,Urban,3,BS Agriculture (Coconut Farming Focus),Coconut-Related,80.47,2.9,85741.0,4.0,No,No,No,No,Yes,Vendor/Small Business,Public,STEM,SUC,No,CHED CoScho
1447,Rhea,Soriano,21,Female ,sngle,Region II,Isabela,Echague,Urban,3,BS Agribusiness (Sugar Industry),Sugarcane-Related,95.77,1.6,180788.0,4.0,nope,No,n,No,No,Government Employee,Public,STEM,Private HEI,No,CHED Merit - Half
1448,Daniel,Ballesteros,23,Male,Single,Region II,Cagayan,Cabagan,Urban,3,BS Agribusiness (Coconut Industry),Coconut-Related,86.32,2.05,136232.0,9.0,No,No,Yes,No,No,Government Employee,Public,STEM,LUC,No,CHED TDP
1449,Victor,Bautista,22,Male,Married,Region II,CAGAYAN,Cordon,Urben,3,BS Information Systems,IT/Computing,96.88,1.23,504732.0,9.0,No,,0,,No,Driver/Tricycle Operator,Public,STEM,SUC,No,College Scholar
1450,Jasmine,Cabauatan,19,Female,Single,Region II,Quirino,Cabagan,urbane,1,BS Physics,Science,93.78,1.52,199437.0,5.0,No,No,Yes,No,No,Unemployed,Private,STEM,LUC,No,CHED TDP
1451,Victor,Bautista,19,Male,Single,Region XI,Other Province,Ilagan City,Urban,2,BS Information Systems,IT/Computing,87.12,2.45,365960.0,8.0,No,No,No,N,No,Vendor/Small Business,Public,STEM,Private HEI,No,DOST Undergraduate Scholarship
1452,John,Ballesteros,22,Male,Single,Region II,Isabela,Echague,Urban,1,BS Agricultural Engineering (Coconut),Coconut-Related,85.32,2.45,83284.0,5.0,No,nO,No,Yes,No,Vendor/Small Business,Public,STEM,SUC,No,ACEF-GIAHEP
1453,Glenda,De Leon,21,FEMALE,sngle,Region II,Cagayan,Cabagan,Urban,3,Bachelor of Elementary Education,Education,86.44,2.42,93861.0,,No,No,nO,No,No,Self-Employed,Public,Academic (HUMSS/GAS),SUC,No,BRO-ED ISU Cauayan
1454,Liza,Villanueva,19,Female,Singe,CAR,Other Province,Cabagan,Rural,1,BS Midwifery,Health Sciences,94.02,1.65,372965.0,9.0,No,No,No,,No,OFW,Private,STEM,SUC,No,CHED Merit - Half
1455,Ana,Mendoza,23,Female,Single,Region I,Other Province,Other City/Municipality,Rural,1,BS Midwifery,Health Sciences,97.84,1.32,234147.0,9.0,No,No,No,N,No,Government Employee,Public,STEM,SUC,0,DOST Undergraduate Scholarship
1456,Ana,Durano,20,Female,Single,Region II,Isabela,Cordon,Urban,2,BS Electrical Engineering,Engineering,91.32,1.9,162629.0,4.0,No,No,No,Yes,No,Farmer,Private,STEM,Private HEI,No,BRO-ED ISU Cauayan
1457,Andrei,Cagurangan,24,Male,Married,Region II,Isaballa,Echague,Urban,1,BS Computer Engineering,Engineering,82.53,2.53,318807.0,6.0,No,No,Yes,No,No,Sugarcane Farmer,Public,STEM,LUC,No,ACEF-GIAHEP
1458,Renz,Lumaban,21,Male,Single,Region II,cagayan,Cabagan,Rural,2,BS Information Systems,IT/Computing,95.65,1.58,354796.0,9.0,No,No,No,No,No,Vendor/Small Business,Public,STEM,SUC,No,CHED Merit - Half
1459,Jose,Mendoza,17,Male,Single,Region II,Bicol,Other City/Municipality,Rural,4,BS Agribusiness (Coconut Industry),Coconut-Related,89.46,2.44,216974.0,3.0,No,No,Yes,No,No,Private Employee,Private,STEM,SUC,No,CHED CoScho
1460,Maricris,Bautista,24,Female,Single,Region II,Cagayan,Burgos,Rural,3,BS Agriculture (Coconut Farming Focus),Coconut-Related,84.92,2.77,,7.0,No,No,No,,Yes,Self-Employed,Public,STEM,Private,NO,BRO-ED ISU Cauayan
1461,Francis,De Leon,24,Male,Single,Region II,Isabbela,Cauayan City,Urban,1,BS Information Systems,IT/Computing,88.63,2.36,253913.0,6.0,Yes,No,No,Yes,No,OFW,Public,STERM,SUC,No,DOST Undergraduate Scholarship
1462,Maria,Pagulayan,24,Female,Married,Region II,Quirino,Santiago City,RURAL,1,BS Economics,Busines,91.37,1.86,682418.0,7.0,No,nO,No,No,No,Construction Worker,Public,ABM,LUC,No,CHED SIKAP
1463,Precious,Bautista,25,Female,Single,Region VIII,Other Province,Jones,Rural,1,BS Agricultural Economics,Agriculture,89.56,2.1,183849.0,3.0,No,Yes,No,,Yes,Coconut Farmer,Private,STEM,SUC,nope,ACEF-GIAHEP
1464,Joanna,Ramos,18,Female,Single,Region I,Batangas,Other City/Municipality,Rural,4,BS Agriculture (Sugarcane Farming),Sugarcane-Related,82.41,2.88,150247.0,7.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,SUC,No,CHED SIDA
1465,Kevin,Mendoza,20,Male,Single,Region II,,Roxas,Rural,3,BS Electronics Engineering,Engineering,,2.4,129234.0,7.0,No,no,No,No,N,Government Employee,Public,STEM,SUC,N,ACEF-GIAHEP
1466,Angela,Domingo,20,Female,Single,Region II,Isabela,Echague,Urban,4,BS Biology,Science,97.85,1.41,250096.0,8.0,nope,No,N,No,,Construction Worker,Private,STEM,SUC,No,CHED Merit - Full
1467,Rowena,Gonzales,19,Female,Single,Region II,Cagayan,Jones,Urban,4,BS Statistics,Science,91.39,1.82,171416.0,6.0,No,No,No,No,No,Driver/Tricycle Operator,Public,STEM,SUC,No,BRO-ED ISU Cauayan
1468,Sarah,Lumaban,17,Female,Single,Region II,Isabela,Jones,Rural,2,BS Agriculture (Coconut Farming Focus),Coconut-Related,75.89,3.32,447381.0,9.0,No,No,No,nO,No,Coconut Farmer,Public,STEM,SUC,No,No Scholarship Recommended
1469,Mark,Ramos,24,Male,Married,Region II,Cagayan,Ilagan City,Rural,2,BS Information Systems,IT/Computing,94.63,1.7,209942.0,3.0,No,,No,No,No,Driver/Tricycle Operator,Public,STEM,PRIVATE HEI,No,DOST Undergraduate Scholarship
1470,Carlo,Torres,18,Male,Single,Region II,Cagayan,Cordon,Rural,3,BS Agriculture,Agriculture,92.18,,108656.0,4.0,No,,No,No,No,Sugarcane Farmer,Public,STEM,SUC,N,ACEF-GIAHEP
1471,Ryan,Castillo,25,Male,Singe,Region I,Batangas,Other City/Municipality,Urban,2,BS Agriculture (Sugarcane Farming),Sugarcane-Related,84.46,2.66,,5.0,No,No,No,YES,No,Unimployed,Private,STEM,SUC,No,CHED SIDA
1472,Jose,Lumaban,23,Male,single,Region II,Isabela,Cabagan,Rural,2,BS Chemistry,Science,88.01,2.37,362599.0,5.0,No,No,No,No,No,Unemployed,,STEM,SUC,No,CHED SIKAP
1473,Renz,Lumaban,23,Male,Married,Region XI,Quezon,Cordon,Urban,4,BS Agriculture (Coconut Farming Focus),Coconut-Related,82.0,2.83,190064.0,7.0,nope,No,Yes,YES,No,OFW,Private,STEM,SUC,No,CHED CoScho
1474,Michael,Villanueva,18,Male,Single,Region II,Isabela,Roxas,Rural,3,BS Agriculture (Coconut Farming Focus),Coconut-Related,,1.1,485830.0,5.0,No,No,0,,Yes,Fisherfolk,Public,STEM,LUC,No,CHED Merit - Full
1475,Jose,Garcia,22,Male,Single,Region II,Cagayan,Roxas,Urban,3,BS Social Work,Social Sciences,89.64,2.23,255091.0,5.0,No,No,No,Yes,No,Government Employee,Public,Academic (HUMSS/GAS),Private HEI,No,CHED TDP
1476,Angelo,Dizon,23,Male,Single,Region VII,Batangas,Other City/Municipality,Rural,2,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,79.85,3.18,138850.0,4.0,No,No,No,No,nope,Vendor/Small Business,Private,STEM,LUC,No,CHED SIDA
1477,Precious,Reyes,22,female,Single,Region I,Quezon,Cauayan City,Rural,4,BS Agricultural Engineering (Coconut),Coconut-Related,92.66,1.91,176763.0,3.0,NO,No,No,N,No,OFW,Private,STEM,LUC,No,CHED CoScho
1478,Francis,Castillo,22,Male,Single,Region VI,Other Province,Cordon,Urban,1,BS Medical Technology,Health Sciences,82.26,2.58,559632.0,9.0,No,No,No,No,No,Government Employee,Public,STERM,Private HEI,No,CHED SIKAP
1479,Liza,Aquino,20,Female,Single,Region VII,Other Province,Ilagan City,Rural,3,BS Statistics,Science,80.82,2.59,147768.0,9.0,NO,No,No,,No,Driver/Tricycle Operator,Private,STEM,SUC,No,CHED SIKAP
1480,Michael,De Leon,24,Male,Married,Region II,,Roxas,Rural,4,BS Medical Technology,Health Sciences,96.22,1.35,143389.0,8.0,No,No,No,No,0,Construction Worker,Private,STEM,Private HEI,No,College Scholar
1481,Maricris,Panganiban,25,Female,Single,NCR,Other Province,Ilagan City,Urban,2,BS Management Accounting,Business,80.17,2.56,690656.0,2.0,No,nO,No,N,No,Farmer,Public,ABM,L.U.C,Yes,CHED SIKAP
1482,Maria,Durano,24,Female,Single,NCR,Other Province,Other City/Municipality,Rural,4,BS Agricultural Engineering (Coconut),Coconut-Related,92.01,1.79,318174.0,3.0,0,No,nO,No,Yes,Coconut Farmer,,STEM,Private HEI,No,CHED TDP
1483,Rhea,Agcaoili,18,Female,Single,Region VI,Other Province,Alicia,Rural,3,BS Hotel and Restaurant Management,Hospitality,98.6,1.4,425300.0,8.0,No,No,No,No,nope,Vendor/Small Business,Public,TVL/ABM,Private HEI,No,University Scholar
1484,Joanna,Gonzales,22,Female,Married,Region II,Isabela,Cauayan City,Rural,1,BS Computer Engineering,Engineering,88.14,2.33,106650.0,9.0,No,Yes,No,No,No,Government Employee,Private,STEM,SUc,No,BRO-ED ISU Cauayan
1485,Angelo,Aquino,25,Males,Single,Region II,Isabela,Cauayan City,Urban,2,BA Communication,Social Sciences,88.67,2.13,534436.0,8.0,N,n,No,,No,Driver/Tricycle Operator,Private,Academic (HUMSS/GAS),SUC,No,CHED SIKAP
1486,Karen,Santos,18,Female,Single,Region II,Isabela,Cauayan City,Urban,3,BS Agribusiness (Sugar Industry),Sugarcane-Related,98.22,1.23,299299.0,7.0,No,No,No,Yes,No,Government Employee,Private,STEM,Private HEI,nO,University Scholar
1487,Andrei,Cabauatan,21,Male,Single,Region VI,Other Province,Echague,Rural,3,BS Computer Engineering,Engineering,87.1,2.46,543687.0,7.0,No,No,Yes,No,No,,Private,STEM,Private HEI,Yes,No Scholarship Recommended
1488,Kristine,Castillo,24,Female,Single,Region III,Other Province,Cordon,RURAL,2,BS Agricultural Engineering,Agriculture,88.88,2.04,83869.0,5.0,No,No,No,No,No,OFW,Public,STEM,SUC,0,CHED TES
1489,Patrick,Torres,18,Male,Single,Region II,Cagayan,Santiago City,Urban,4,BS Environmental Science,Science,91.46,1.84,171284.0,6.0,no,No,No,No,,Unemployed,Private,STEM,LUC,No,CHED TDP
1490,Kristine,De Leon,18,Female,Single,Region II,Isabela,Cauayan City,Urban,2,BS Economics,Business,86.83,2.49,72585.0,7.0,No,0,No,Yes,No,Vendor/Small Business,Public,ABM,LUC,No,BRO-ED ISU Cauayan
1491,Lovely,Flores,17,Female,Single,Region VI,Negros Occidental,Other City/Municipality,Urban,2,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,90.81,1.91,105653.0,8.0,No,0,Yes,No,No,Coconut Farmer,Public,SETM,SUC,n,CHED SIDA
1492,Rhea,Villanueva,20,Female,Single,Region X,Other Province,Jones,Rural,3,BS Information Systems,IT/Computing,80.33,2.91,452629.0,8.0,No,No,No,No,Yes,Privet Employee,Private,STEM,SUC,Yes,No Scholarship Recommended
1493,Carlo,Aquino,18,Male,Single,Region II,Isabela,Santiago City,Urban,1,BA Communication,Social Sciences,91.7,1.77,124617.0,5.0,Yes,No,No,No,,Vendor/Small Business,Private,Academic (HUMSS/GAS),SUC,No,CHED SIKAP
1494,Joanna,Domingo,25,Female,Single,Region II,Cagayan,Cordon,Urban,1,BS Mechanical Engineering,Engineering,97.5,1.5,462702.0,3.0,No,No,No,No,nO,Self-Employed,Public,STEM,Private HEI,No,DOST Undergraduate Scholarship
1495,Rhea,Dela Cruz,23,Female,Single,Region II,Isabela,Cordon,Rural,4,BS Electrical Engineering,Engineering,94.36,1.71,181513.0,4.0,No,No,No,Yes,No,OFW,Public,STEM,LUC,No,DOST Undergraduate Scholarship
1496,Karen,Cruz,18,Female,Single,Region VI,Batangas,Other City/Municipality,Rural,2,BS Agribusiness (Sugar Industry),Sugarcane-Related,81.08,2.82,143418.0,9.0,No,NO,No,Yes,No,Sugarcane Farmer,Private,STEM,SUC,No,CHED SIDA
1497,Ryan,Flores,17,Male,Single,Region XI,Other Province,Burgos,Rural,1,BS Electronics Engineering,Engineering,97.61,1.17,474860.0,6.0,No,No,No,No,No,Government Employee,Private,STEM,SUC,No,University Scholar
1498,Precious,Cruz,22,Female,Singe,Region I,Other Province,Burgos,Urban,2,BS Agricultural Education,Education,97.93,1.47,324005.0,8.0,n,No,No,,,,Private,Academic (HUMSS/GAS),SUC,No,CHED Merit - Full
1499,Jose,De Leon,17,Male,SINGLE,Region VI,Negros Occidental,Other City/Municipality,Urban,1,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,87.46,2.36,111582.0,2.0,No,No,No,No,,Self-Employed,Public,STEM,Private HEI,No,CHED SIDA
1500,Daniel,Villanueva,24,Male,Single,Region II,Isabela,Burgos,Urban,2,BS Agribusiness (Coconut Industry),Coconut-Related,93.14,1.71,143401.0,2.0,no,No,No,nope,No,Private Employee,Public,STEM,SUC,No,CHED Merit - Half
1501,Rommel,Panganiban,23,Male,Single,Region II,Cagayan,Burgos,Rural,1,BS Agribusiness Management,Agriculture,86.73,2.48,120317.0,,No,No,No,No,No,,Public,STEM,SUC,No,ACEF-GIAHEP
1502,Maria,Ballesteros,21,Female,Single,Region II,Cagayan,Other City/Municipality,Rural,2,Bachelor of Elementary Education,Education,99.59,1.02,256220.0,4.0,Yes,No,No,No,No,Construction Worker,Public,Academic (HUMSS/GAS),LUC,No,University Scholar
1503,Christian,Bautista,17,Male,Single,Region III,Batangas,Other City/Municipality,Urban,1,BS Agribusiness (Sugar Industry),Sugarcane-Related,81.38,2.66,190550.0,7.0,No,NO,No,No,No,Farmer,Private,STEM,SUC,nope,CHED SIDA
1504,Lovely,Garcia,18,Female,Single,Region II,Cagayan,Roxas,Rural,1,BS Mechanical Engineering,Engineering,99.04,1.04,174823.0,8.0,No,N,NO,No,No,Government Employee,Public,STEM,SUC,No,University Scholar
1505,Rommel,Flores,23,Male,Single,Region VIII,Other Province,Other City/Municipality,Rural,1,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,84.83,2.66,112220.0,6.0,No,No,Yes,No,0,Private Employee,Public,STEM,Private HEI,No,CHED TDP
1506,Noel,Dizon,20,Male,Single,Region VIII,Other Province,Burgos,Urban,4,BS Information Systems,IT/Computing,95.57,,187548.0,5.0,No,No,nO,No,No,Government Employee,Public,STEM,Private HEI,No,CHED Merit - Half
1507,Ana,Soriano,21,Female,Single,Region II,Isabela,Alicia,Rural,2,BS Tourism Management,Hospitality,98.46,1.34,327026.0,6.0,Yes,No,No,No,No,Construction Worker,Public,TVL/ABM,SUC,No,CHED Merit - Full
1508,John,Dela Cruz,24,Male,Single,Region II,Isabela,Roxas,Rural,1,BS Psychology,Social Sciences,78.22,3.24,667302.0,2.0,No,No,no,n,No,Construction Worker,Public,Academic (HUMSS/GAS),Private HEI,No,No Scholarship Recommended
1509,John,Gonzales,18,Male,Single,Region II,Cagayan,Roxas,Urban,3,BS Agriculture (Coconut Farming Focus),Coconut-Related,89.8,2.37,301148.0,8.0,No,No,No,No,No,Government Employee,Public,STEM,SUC,No,ACEF-GIAHEP
1510,Rommel,Dizon,17,Male,sngle,Region II,Isabela,Other City/Municipality,Rural,3,BS Civil Engineering,Engineering,86.52,2.49,248774.0,9.0,No,No,No,N,No,Private Employee,Public,STEM,LUC,No,ACEF-GIAHEP
1511,Andrei,De Leon,17,Male,Single,Region II,Nueva Vizcaya,Cauayan City,Rural,4,BS Medical Technology,Health Sciences,92.57,1.83,405737.0,8.0,No,No,n,Yes,No,OFW,Public,STEM,SUC,No,DOST Undergraduate Scholarship
1512,Sarah,Dela Cruz,22,Female,Single,Region II,Other Province,Echague,Rural,3,BS Information Systems,IT/Computing,85.4,,160221.0,6.0,No,No,No,Yes,No,Unemployed,Private,STEM,suc,No,CHED TES
1513,Precious,Ramos,22,Female,sngle,Region II,,Ilagan City,Rural,2,BS Agriculture (Coconut Farming Focus),Coconut-Related,93.8,1.66,240933.0,5.0,No,No,no,No,No,Vendor/Small Business,Public,STEM,Private HEI,No,ACEF-GIAHEP
1514,Kevin,Castillo,17,Male,Single,Region II,Cagayan,Santiago City,URBAN,2,BS Hotel and Restaurant Management,Hospitality,79.05,3.33,218355.0,7.0,No,No,No,No,No,OFw,Public,TVL/ABM,SUC,No,CHED TES
1515,Maricel,Dela Cruz,23,Female,Single,Region II,Nueva Vizcaya,Santiago City,Rural,4,BS Information Systems,IT/Computing,82.03,2.63,285966.0,5.0,Yes,No,No,no,,Vendor/Small Business,Private,SETM,state university,No,CHED TES
1516,Arjay,Domingo,20,Male,Single,Region II,Other Province,Echague,Urban,4,BS Medical Technology,Health Sciences,91.75,1.95,145169.0,8.0,No,No,No,No,No,Unemployed,Public,STEM,SUC,no,DOST Undergraduate Scholarship
1517,Jenny,Pagulayan,25,Female,Single,Region VIII,Other Province,Burgos,Urben,3,BS Tourism Management,Hospitality,85.94,2.24,287532.0,5.0,No,No,No,Yes,No,Sugarcane Farmer,Public,TVL/ABM,LUC,No,CHED TES
1518,Lovely,Castillo,21,Female,Single,Region VI,Other Province,Burgos,Rural,4,BS Nutrition and Dietetics,Health Sciences,89.6,2.15,,,No,No,No,No,Yes,Fisherfolk,Public,STEM,SUC,no,DOST Undergraduate Scholarship
1519,Ana,Agcaoili,19,Female,Single,Region V,Other Province,Cauayan City,Rural,4,BS Physics,Science,82.72,2.54,741604.0,6.0,No,,No,No,No,Driver/Tricycle Operator,Public,STEM,SUC,Yes,No Scholarship Recommended
1520,Carlo,Flores,18,m,Single,Region III,,Ilagan City,Rural,3,BS Tourism Management,Hospitality,76.01,3.28,767316.0,8.0,No,No,No,No,No,Government Employee,Public,TVL/ABM,Private HEI,No,No Scholarship Recommended
1521,Francis,Gonzales,21,Male,Single,NCR,Other Province,Cauayan City,urban,4,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,82.87,2.54,874471.0,8.0,No,No,No,No,,Driver/Tricycle Operator,Public,STEM,SUC,No,No Scholarship Recommended
1522,Noel,Cruz,17,Male,Single,Region II,Isabela,Burgos,Urban,2,BS Psychology,Social Sciences,89.21,,461878.0,3.0,Yes,No,No,No,No,Farmer,,Academic (HUMSS/GAS),Private HEI,No,CHED SIKAP
1523,Daniel,Lumaban,23,Male,Single,Region II,Isabela,Santiago City,Rural,2,BS Chemical Engineering (Sugar Processing),Sugarcane-Related,96.41,1.47,282247.0,9.0,No,No,No,No,No,Unemployed,Public,STEM,SUC,No,CHED Merit - Full
1524,Jasmine,Cruz,18,FEMALE,Single,Region II,Isabela,Santiago City,Rural,2,Bachelor of Secondary Education,Education,97.73,1.28,217800.0,7.0,No,No,No,No,No,Construction Worker,Private,Academic (HUMSS/GAS),Private HEI,No,CHED Merit - Full
1525,Karen,Soriano,21,Female,single,Region II,Isabela,Jones,Rural,2,BS Environmental Science,Science,99.44,1.05,89383.0,7.0,No,No,No,Yes,No,Farmer,Public,STEM,SUC,No,CHED Merit - Full
1526,Joanna,Villanueva,18,Female,Single,Region II,Isabela ,Cabagan,Rural,2,BS Computer Engineering,Engineering,96.09,1.17,273542.0,9.0,No,No,No,No,No,Government Employee,Public,STEM,LUC,nO,CHED Merit - Full
1527,Renz,Cagurangan,22,Male,Single,Region II,Other Province,Echague,Urban,2,BS Nutrition and Dietetics,Health Sciences,75.82,3.42,842659.0,3.0,No,No,nO,,No,Coconut Farmer,Public,STEM,SUC,Yes,No Scholarship Recommended
1528,Mark,Gonzales,25,male,Single,Region II,Isabela,Ilagan City,Urban,3,BS Psychology,Social Sciences,76.33,3.06,640133.0,8.0,No,No,No,No,No,Government Employee,Public,Academic (HUMSS/GAS),State University,Yes,No Scholarship Recommended
1529,Rommel,Pagulayan,22,Male,Single,Region II,Cagayan,Santiago City,Rural,2,BS Civil Engineering,Engineering,95.39,1.58,347808.0,6.0,No,No,Yes,No,No,Sugarcane Farmer,Private,STEM,SUC,No,CHED Merit - Half
1530,Ryan,Cagurangan,21,Male,Single,Region II,Cagayan,Ilagan City,Rural,3,BS Information Systems,IT/Computing,92.08,1.78,260515.0,7.0,No,No,No,,No,Driver/Tricycle Operator,Public,stem,SUC,No,CHED TDP
1531,Lovely,Soriano,18,Female,Single,Region II,Cagayan ,Ilagan City,Urban,3,BS Agribusiness (Sugar Industry),Sugarcane-Related,96.37,1.25,460405.0,7.0,No,No,NO,No,No,OFW,Public,stem,SUC,No,College Scholar
1532,Kristine,Pagulayan,25,Female,Single,Region II,Isabela,Burgos,Urban,4,BS Economics,BUSINESS,79.46,3.31,432686.0,8.0,No,No,N,No,No,O.F.W,Public,A.B.M,SUC,No,No Scholarship Recommended
1533,Maricris,Domingo,22,f,Single,Region II,Cagayan,Roxas,Urban,1,BS Computer Science,IT/Computing,76.55,3.18,190159.0,4.0,No,No,No,Yes,No,Unemployed,Public,STEM,Private HEI,No,CHED TES
1534,Kristine,Villanueva,23,Female,Married,Region II,Isabela,Burgos,Rural,1,BS Hotel and Restaurant Management,Hospitality,95.53,1.74,328972.0,2.0,No,No,No,No,Yes,Coconut Farmer,Public,TVL/ABM,Private HEI,no,College Scholar
1535,Maricel,Garcia,19,Female,Single,Region I,Other Province,Cabagan,Urban,2,BS Computer Science,IT/Computing,78.57,3.19,450740.0,4.0,No,No,No,No,No,Coconut Farmer,Public,STEM,Private HEI,No,No Scholarship Recommended
1536,Christian,Domingo,23,Male,Single,Region II,Isabela,Echague,Rurall,2,BS Pharmacy,Health Sciences,84.49,2.63,381382.0,9.0,No,,No,No,No,Government Employee,Private,STEM,SUC,No,CHED TDP
1537,Andrei,Gonzales,21,Male,Single,Region II,Isabela,Ilagan City,RURAL,4,BS Physics,Science,94.48,1.63,249763.0,3.0,No,No,No,No,Yes,private employee,Public,STEM,state university,No,CHED Merit - Half
1538,Tricia,Panganiban,17,Female,Single,Region II,Cagayan,Echague,Rural,1,BS Statistics,Science,84.0,2.58,258258.0,8.0,No,NO,No,Yes,No,OFW,Public,STEM,LUC,No,CHED TDP
